,0
1598,574
1599,574
1600,574
1601,574
1602,574
1603,574
1604,574
1605,574
1606,574
1607,574
1608,574
1609,574
1610,574
1611,574
1612,574
1613,575
1614,575
1615,575
1616,575
1617,575
1618,576
1619,576
1620,576
1621,576
1622,576
1623,576
1624,576
1625,577
1626,577
1627,577
1628,578
1629,579
1630,579
1631,580
1632,580
1633,580
1634,580
1635,580
1636,581
1637,581
1638,581
1639,581
1640,581
1641,581
1642,581
1643,581
1644,581
1645,581
1646,581
1647,581
1648,581
1649,581
1650,581
1651,581
1652,581
1653,582
1654,582
1655,582
1656,582
1657,582
1658,582
1659,582
1660,582
1661,582
1662,582
1663,582
1664,583
1665,583
1666,583
1667,583
1668,583
1669,583
1670,583
1671,583
1672,583
1673,584
1674,584
1675,584
1676,585
1677,585
1678,585
1679,585
1680,585
1681,586
1682,587
1683,588
1684,588
1685,589
1686,589
1687,589
1688,589
1689,589
1690,589
1691,589
1692,589
1693,589
1694,589
1695,589
1696,589
1697,589
1698,589
1699,589
1700,589
1701,590
1702,590
1703,590
1704,591
1705,591
1706,591
1707,591
1708,591
1709,591
1710,591
1711,591
1712,592
1713,592
1714,593
1715,594
1716,594
1717,594
1718,594
1719,594
1720,594
1721,594
1722,594
1723,594
1724,594
1725,594
1726,594
1727,594
1728,594
1729,594
1730,595
1731,595
1732,595
1733,596
1734,596
1735,597
1736,597
1737,597
1738,597
1739,597
1740,598
1741,598
1742,598
1743,599
1744,599
1745,599
1746,599
1747,599
1748,599
1749,599
1750,599
1751,599
1752,599
1753,599
1754,600
1755,600
1756,600
1757,600
1758,600
1759,601
1760,601
1761,601
1762,601
1763,602
1764,602
1765,602
1766,602
1767,602
1768,602
1769,602
1770,602
1771,602
1772,602
1773,602
1774,602
1775,602
1776,602
1777,603
1778,603
1779,603
1780,603
1781,603
1782,603
1783,603
1784,603
1785,603
1786,603
1787,603
1788,603
1789,603
1790,603
1791,603
1792,603
1793,603
1794,603
1795,604
1796,604
1797,604
1798,604
1799,604
1800,604
1801,604
1802,605
1803,605
1804,605
1805,605
1806,605
1807,605
1808,605
1809,605
1810,606
1811,606
1812,606
1813,606
1814,607
1815,607
1816,607
1817,607
1818,607
1819,607
1820,608
1821,608
1822,609
1823,609
1824,609
1825,610
1826,610
1827,610
1828,610
1829,610
1830,610
1831,610
1832,611
1833,612
1834,612
1835,612
1836,612
1837,612
1838,612
1839,613
1840,613
1841,613
1842,613
1843,613
1844,613
1845,613
1846,613
1847,613
1848,613
1849,613
1850,613
1851,614
1852,614
1853,614
1854,615
1855,615
1856,615
1857,615
1858,615
1859,615
1860,615
1861,615
1862,615
1863,615
1864,615
1865,615
1866,615
1867,615
1868,615
1869,615
1870,615
1871,615
1872,615
1873,615
1874,615
1875,615
1876,616
1877,616
1878,616
1879,616
1880,616
1881,616
1882,616
1883,616
1884,616
1885,616
1886,617
1887,617
1888,617
1889,617
1890,617
1891,617
1892,617
1893,618
1894,618
1895,618
1896,618
1897,618
1898,618
1899,618
1900,619
1901,619
1902,619
1903,619
1904,619
1905,619
1906,619
1907,619
1908,619
1909,620
1910,620
1911,621
1912,622
1913,622
1914,622
1915,622
1916,622
1917,623
1918,624
1919,624
1920,624
1921,625
1922,626
1923,627
1924,627
1925,627
1926,627
1927,627
1928,627
1929,628
1930,628
1931,629
1932,629
1933,629
1934,630
1935,631
1936,631
1937,631
1938,632
1939,632
1940,632
1941,632
1942,632
1943,632
1944,632
1945,632
1946,632
1947,632
1948,632
1949,632
1950,632
1951,632
1952,633
1953,633
1954,633
1955,633
1956,633
1957,633
1958,633
1959,633
1960,633
1961,634
1962,634
1963,634
1964,634
1965,634
1966,634
1967,634
1968,634
1969,634
1970,634
1971,634
1972,634
1973,635
1974,635
1975,635
1976,635
1977,636
1978,636
1979,636
1980,637
1981,637
1982,638
1983,638
1984,638
1985,638
1986,638
1987,638
1988,638
1989,638
1990,639
1991,640
1992,640
1993,640
1994,640
1995,640
1996,640
1997,640
1998,640
1999,0
