,0
1598,574
1599,575
1600,575
1601,575
1602,575
1603,575
1604,575
1605,575
1606,575
1607,575
1608,576
1609,576
1610,576
1611,576
1612,577
1613,577
1614,578
1615,578
1616,579
1617,579
1618,580
1619,581
1620,581
1621,581
1622,581
1623,582
1624,582
1625,582
1626,582
1627,582
1628,582
1629,582
1630,582
1631,582
1632,583
1633,583
1634,583
1635,583
1636,583
1637,583
1638,583
1639,583
1640,584
1641,584
1642,584
1643,584
1644,585
1645,586
1646,587
1647,587
1648,588
1649,588
1650,589
1651,589
1652,589
1653,590
1654,591
1655,591
1656,591
1657,591
1658,591
1659,592
1660,592
1661,592
1662,592
1663,593
1664,593
1665,593
1666,593
1667,594
1668,595
1669,595
1670,595
1671,595
1672,595
1673,595
1674,595
1675,595
1676,595
1677,596
1678,597
1679,597
1680,597
1681,597
1682,598
1683,598
1684,598
1685,598
1686,598
1687,599
1688,600
1689,601
1690,601
1691,601
1692,601
1693,601
1694,601
1695,601
1696,601
1697,601
1698,601
1699,601
1700,601
1701,601
1702,601
1703,601
1704,601
1705,601
1706,601
1707,601
1708,601
1709,602
1710,603
1711,603
1712,603
1713,603
1714,603
1715,603
1716,603
1717,603
1718,603
1719,604
1720,604
1721,605
1722,605
1723,605
1724,606
1725,606
1726,606
1727,606
1728,606
1729,607
1730,608
1731,608
1732,609
1733,610
1734,610
1735,610
1736,610
1737,610
1738,610
1739,610
1740,611
1741,611
1742,611
1743,611
1744,611
1745,611
1746,611
1747,612
1748,612
1749,613
1750,613
1751,613
1752,613
1753,613
1754,613
1755,613
1756,613
1757,614
1758,614
1759,615
1760,615
1761,616
1762,616
1763,616
1764,616
1765,616
1766,616
1767,616
1768,616
1769,616
1770,616
1771,616
1772,616
1773,616
1774,616
1775,616
1776,616
1777,616
1778,616
1779,616
1780,616
1781,617
1782,617
1783,618
1784,619
1785,619
1786,619
1787,620
1788,620
1789,620
1790,620
1791,620
1792,621
1793,621
1794,621
1795,621
1796,621
1797,621
1798,621
1799,621
1800,622
1801,622
1802,622
1803,622
1804,623
1805,624
1806,625
1807,625
1808,625
1809,625
1810,626
1811,626
1812,626
1813,626
1814,626
1815,626
1816,626
1817,626
1818,626
1819,627
1820,628
1821,628
1822,629
1823,629
1824,629
1825,629
1826,630
1827,630
1828,630
1829,631
1830,631
1831,631
1832,631
1833,631
1834,631
1835,631
1836,631
1837,631
1838,631
1839,631
1840,631
1841,631
1842,631
1843,631
1844,631
1845,631
1846,631
1847,631
1848,631
1849,631
1850,631
1851,632
1852,632
1853,632
1854,632
1855,632
1856,632
1857,632
1858,632
1859,633
1860,633
1861,633
1862,634
1863,635
1864,635
1865,635
1866,635
1867,635
1868,635
1869,635
1870,635
1871,635
1872,635
1873,635
1874,635
1875,635
1876,635
1877,635
1878,635
1879,635
1880,635
1881,635
1882,635
1883,635
1884,636
1885,636
1886,636
1887,636
1888,636
1889,637
1890,637
1891,638
1892,638
1893,638
1894,638
1895,638
1896,638
1897,638
1898,638
1899,638
1900,638
1901,638
1902,638
1903,638
1904,638
1905,638
1906,638
1907,638
1908,639
1909,640
1910,641
1911,641
1912,641
1913,642
1914,642
1915,642
1916,642
1917,642
1918,642
1919,643
1920,643
1921,643
1922,643
1923,643
1924,643
1925,643
1926,643
1927,643
1928,643
1929,643
1930,643
1931,643
1932,643
1933,643
1934,643
1935,643
1936,643
1937,644
1938,644
1939,644
1940,644
1941,645
1942,645
1943,645
1944,645
1945,645
1946,646
1947,646
1948,646
1949,647
1950,647
1951,647
1952,647
1953,647
1954,648
1955,648
1956,648
1957,648
1958,648
1959,648
1960,648
1961,648
1962,648
1963,649
1964,649
1965,649
1966,649
1967,649
1968,649
1969,649
1970,649
1971,649
1972,649
1973,649
1974,649
1975,649
1976,649
1977,649
1978,649
1979,649
1980,649
1981,649
1982,650
1983,650
1984,650
1985,650
1986,650
1987,650
1988,650
1989,650
1990,650
1991,650
1992,650
1993,650
1994,650
1995,650
1996,650
1997,650
1998,651
1999,0
